id,bim360_account_id,name,trade,category,address_line1,address_line2,city,state_or_province,postal_code,country,phone,website_url,description,erp_id,tax_id,status,created_at,project_size,user_size,custom_properties
5441418f-5156-4cd1-adae-5b46a52ffcd9,956c9a49-bc6e-4459-b873-d9ecea0600cb,"Corinthian Construction, Inc.",,,,,,,,US,,,,,,,2023-06-28 14:44:19.327513,,,
63259b2a-a6ec-42bb-b8c7-5aa670035568,956c9a49-bc6e-4459-b873-d9ecea0600cb,"The Bell Company, LLC",,,,,,,,US,,,,,,,2023-06-28 14:44:19.783974,,,
45cdc2da-d8be-4c96-9389-d4b4d8b4217f,956c9a49-bc6e-4459-b873-d9ecea0600cb,GVA Advantis,,,,,,,,US,,,,,,,2023-06-28 14:44:21.08916,,,
d923cbd5-7a82-4f20-81cb-3dd1c8a9cd0f,956c9a49-bc6e-4459-b873-d9ecea0600cb,JDavis Architects,,,,,,,,US,,,,,,,2023-06-28 14:44:24.777036,,,
c0249d6e-a629-4054-abfa-2a09c5ddbf32,956c9a49-bc6e-4459-b873-d9ecea0600cb,William S. Rush -- Architect,,,,,,,,US,,,,,,,2023-06-28 14:44:26.708642,,,
228bc39e-a52a-41e9-a511-de808b81d5e7,956c9a49-bc6e-4459-b873-d9ecea0600cb,"H. C. Rummage, Inc.",,,,,,,,US,,,,,,,2023-06-28 14:44:27.940208,,,
deae5ace-8b55-49ac-a421-960e29335389,956c9a49-bc6e-4459-b873-d9ecea0600cb,"Stephen Russell & Associates, Ltd.",,,,,,,,US,,,,,,,2023-06-28 14:44:31.071592,,,
96a3b9e9-de92-4316-b78d-21edec311532,956c9a49-bc6e-4459-b873-d9ecea0600cb,"The Benham Companies, LLC",,,,,,,,US,,,,,,,2023-06-28 14:44:31.587608,,,
19fce178-d4b3-47ca-b7e4-35fa51cfc248,956c9a49-bc6e-4459-b873-d9ecea0600cb,"SSA Architecture, LLC",,,,,,,,US,,,,,,,2023-06-28 14:43:43.855442,,,
c03c5f99-310c-4f2a-a873-54421cba43fe,956c9a49-bc6e-4459-b873-d9ecea0600cb,Key International,,,,,,,,US,,,,,,,2023-06-28 14:43:44.258264,,,
7dcb8610-b3de-4fd5-85b8-e90ec8f9fe52,956c9a49-bc6e-4459-b873-d9ecea0600cb,"SR Real Estate Partners, LLC",,,,,,,,US,,,,,,,2023-06-28 14:43:44.312452,,,
20d2c3b7-90ac-4461-9822-5d01234d90e3,956c9a49-bc6e-4459-b873-d9ecea0600cb,InsBank,,,,,,,,US,,,,,,,2023-06-28 14:43:44.842327,,,
5aacb790-d07d-4dd2-9e0c-83b4a5b32726,956c9a49-bc6e-4459-b873-d9ecea0600cb,McKee & Associates,,,,,,,,US,,,,,,,2023-06-28 14:43:45.023766,,,
0b4f5362-81c9-4a8c-a503-927d4f8dc03e,956c9a49-bc6e-4459-b873-d9ecea0600cb,Bailey-Harris Construction Company,,,,,,,,US,,,,,,,2023-06-28 14:43:45.31481,,,
6f80a262-84fe-4730-b2d0-a6ec148e10bf,956c9a49-bc6e-4459-b873-d9ecea0600cb,Riley Contracting Group,,,,,,,,US,,,,,,,2023-06-28 14:43:45.801062,,,
f7a8232b-d8b6-4b80-9d16-ea7ca1e7ce20,956c9a49-bc6e-4459-b873-d9ecea0600cb,"The Rinaldi Group, LLC",,,,,,,,US,,,,,,,2023-06-28 14:43:47.306983,,,
97f11d7d-c027-4985-9591-9667397ac1e8,956c9a49-bc6e-4459-b873-d9ecea0600cb,ECI Group,,,,,,,,US,,,,,,,2023-06-28 14:43:48.349558,,,
03e356cf-bc71-4005-9cf3-7aee702f2908,956c9a49-bc6e-4459-b873-d9ecea0600cb,"Stoneweg U.S., LLC",,,,,,,,US,,,,,,,2023-06-28 14:43:49.203531,,,
2808adce-f421-474d-9b91-55d0431e4d4e,956c9a49-bc6e-4459-b873-d9ecea0600cb,"Fleming & Associates, PA",,,,,,,,US,,,,,,,2023-06-28 14:43:49.311119,,,
ee8da2a2-7ad5-47ef-a282-4777240feab4,956c9a49-bc6e-4459-b873-d9ecea0600cb,The Whiting-Turner Contracting Company,General Contractor,,300 East Joppa Road,"",Baltimore,MD,21286,US,+1 (410) 821-1100,www.whiting-turner.com,,,,,2023-06-28 14:39:15.510368,2,1,
da3f92d5-8933-4a12-9cda-63891e90d381,956c9a49-bc6e-4459-b873-d9ecea0600cb,Concrete Erection,Concrete | Precast,sub contractor,"","","","","",US,"","","","","",,2022-02-24 19:29:46.458845,1,0,
a17032f2-51de-4eef-b473-b50b265bd278,956c9a49-bc6e-4459-b873-d9ecea0600cb,LHC STRUCTURAL ENGINEERS,,,,,,,,US,,,,,,,2020-06-02 13:57:45.153004,1,4,
a50aedf4-0778-4adf-a847-a31df59d7a45,956c9a49-bc6e-4459-b873-d9ecea0600cb,"The Whiting-Turner Contracting Company, Baltimore",,,,,,,,US,,,,,,,2023-06-28 14:38:36.525568,1,0,
e7296661-7765-47b4-9ff0-a0f57499537c,956c9a49-bc6e-4459-b873-d9ecea0600cb,Balfour Beatty,"",,,,,,,US,,"","","","",,2023-03-20 15:24:13.774,0,0,
ebe29418-db7a-4704-98ae-01133f7ed871,956c9a49-bc6e-4459-b873-d9ecea0600cb,McMillan Pazdan Smith Architecture,,,,,,,,US,,,,,,,2023-06-28 14:38:42.465363,1,1,
36925e6b-850c-4c8b-8855-c1e7cc9346a4,956c9a49-bc6e-4459-b873-d9ecea0600cb,"Integrated Design, PA",,,,,,,,US,,,,,,,2020-06-02 13:58:48.004082,2,2,
6ae42f54-f02d-4ddf-b96b-2582566be9bb,956c9a49-bc6e-4459-b873-d9ecea0600cb,"Syncon, LLC",Owner,,660 Independence Parkway,Suite 320,Chesapeake,VA,23320,US,+1 (757) 277-9055,"","","","",,2026-02-02 19:32:05.828,1,0,
75a4d22f-eb10-4c6f-83dc-75b9a22152c1,956c9a49-bc6e-4459-b873-d9ecea0600cb,UltraSpan Technologies Inc,Concrete | Precast,,165 Fennell Street,"",Winnipeg,MB,R3T 0M6,CA,+1 (204) 992-3273,https://www.ultraspan.ca/,Turnkey Precast Solutions,"","",,2024-05-02 13:21:48.301,1,0,
926437c6-b839-4af8-b0e7-894ff375fc19,956c9a49-bc6e-4459-b873-d9ecea0600cb,Costello Construction,,,,,,,,US,,,,,,,2023-06-28 14:38:33.324522,1,0,
c89ff09a-1724-4a91-a4ce-68882b648f3d,956c9a49-bc6e-4459-b873-d9ecea0600cb,TTI,,,,,,,,US,,,,,,,2022-03-23 13:16:57.458031,0,1,
b5850347-cc85-445b-8fc8-00ae6edc1c5c,956c9a49-bc6e-4459-b873-d9ecea0600cb,General Contracting CO,Construction Management,sub contractor,"","","","","",US,"","","","","",,2022-05-05 15:51:12.670327,2,0,
609ad004-be37-482f-b676-a30f7d33bbd5,956c9a49-bc6e-4459-b873-d9ecea0600cb,Design Subcontractor,Concrete | Precast,sub contractor,"","","","","",US,"","","","","",,2022-05-05 15:09:00.71908,1,,
c86e96a1-c81e-4abd-97cd-bf89b7fe7db4,956c9a49-bc6e-4459-b873-d9ecea0600cb,Choate Construction Company,,,,,,,,US,,,,,,,2023-06-28 14:38:23.924499,2,8,
9403cd67-99c7-4dca-af49-eb696784bead,956c9a49-bc6e-4459-b873-d9ecea0600cb,"Precision Stone Setting Company, Inc.",,,,,,,,US,,,,,,,2023-06-28 14:38:39.191403,1,2,
4637cecf-83df-41a9-ada1-598ab46ce7fc,956c9a49-bc6e-4459-b873-d9ecea0600cb,"Design Collaborative, Inc.",,,,,,,,US,,,,,,,2023-06-28 14:39:56.298127,1,1,
b19ecc3c-4c82-402d-878e-715af21cd5ce,956c9a49-bc6e-4459-b873-d9ecea0600cb,Holder Construction Company,,,3300 Riverwood Parkway,Suite 120,Atlanta,GA,30339,US,"",,,,,,2023-06-28 14:38:33.031354,8,2,
501f0449-bb7e-4f7a-9989-4935ec3d4369,956c9a49-bc6e-4459-b873-d9ecea0600cb,Wheeler Services Inc,Concrete,,3539 Trotters Drive,"",Alpharetta,GA,30004,US,+1 (770) 667-0058,https://wheelerservicesinc.com/,"","","",,2025-09-24 12:43:08.426,1,2,
a34eb56b-00ae-478d-8af3-8495da89b78f,956c9a49-bc6e-4459-b873-d9ecea0600cb,Bluewater Development,,,,,,,,US,,,,,,,2023-06-28 14:45:33.362406,1,1,
e5770f31-a0cd-400e-aea8-3cd13efa987a,956c9a49-bc6e-4459-b873-d9ecea0600cb,America Precast Architectural & Restoration,,,,,,,,US,,,,,,,2023-06-28 14:43:00.349876,1,1,
5f620cd0-93c8-4cc3-8111-825722006d50,956c9a49-bc6e-4459-b873-d9ecea0600cb,"Carothers Construction, Inc.",,,,,,,,US,,,,,,,2023-06-28 14:38:24.61154,,,
598958a7-718c-4b5b-97e7-93f097b9b6b2,956c9a49-bc6e-4459-b873-d9ecea0600cb,Carolina Technical Solutions,Other,,"","","","","","","","","","","",,2026-02-03 16:15:29.909,1,1,
0fe650f4-d961-40cb-a920-3bd2deb5bb1d,956c9a49-bc6e-4459-b873-d9ecea0600cb,CEI,,,,,,,,US,,,,,,,2023-06-28 14:38:24.669911,,,
9ffe1a05-3ffb-484a-b070-eedaa0375e52,956c9a49-bc6e-4459-b873-d9ecea0600cb,Continental Machinery,,,,,,,,US,,,,,,,2023-06-28 14:38:24.744933,,,
7f820bf8-ad14-4f7d-9275-55944fd9518d,956c9a49-bc6e-4459-b873-d9ecea0600cb,"Clemons, Rutherford & Associates, Inc.",,,,,,,,US,,,,,,,2023-06-28 14:38:24.771886,,,
5e699d5e-a15f-4b16-b73c-e02fef7de4ce,956c9a49-bc6e-4459-b873-d9ecea0600cb,"Leap Associates International, Inc.",,,,,,,,US,,,,,,,2023-06-28 14:38:24.966336,,,
2eb12ee6-5a52-48cb-aeda-e965d90d0acd,956c9a49-bc6e-4459-b873-d9ecea0600cb,J. E. Dunn Construction Company,,,,,,,,US,,,,,,,2023-06-28 14:38:25.018125,,,
7e2b19a0-b479-4d36-b190-fb6cbe9f29dc,956c9a49-bc6e-4459-b873-d9ecea0600cb,"Precast Detailing, Inc.",,,,,,,,US,,,,,,,2023-06-28 14:38:25.030251,,,
5cb600f8-7014-4756-b386-662e5bd07c4e,956c9a49-bc6e-4459-b873-d9ecea0600cb,"Forum Architecture & Interior Design, Inc.",,,,,,,,US,,,,,,,2023-06-28 14:38:25.05027,,,
be282308-8b85-40f6-a114-af6c78de85bf,956c9a49-bc6e-4459-b873-d9ecea0600cb,Plowfield & Associates,,,,,,,,US,,,,,,,2023-06-28 14:38:25.084831,,,
295a56ed-73e7-4914-bb6f-0573e671951c,956c9a49-bc6e-4459-b873-d9ecea0600cb,CBG Building Company,,,,,,,,US,,,,,,,2023-06-28 14:38:25.38147,2,0,
c6ac5053-55ff-4a06-99b7-026774a00ff8,956c9a49-bc6e-4459-b873-d9ecea0600cb,Balfour Beatty Construction,,,,,,,,US,,,,,,,2023-06-28 14:38:25.091123,1,1,
e2a30356-ccbb-42ba-b2e8-80d446c35c1e,956c9a49-bc6e-4459-b873-d9ecea0600cb,Jova/Daniels/Busby,,,,,,,,US,,,,,,,2023-06-28 14:38:25.193691,,,
d25c4251-a69d-4cf2-9d92-fd6bdc21345d,956c9a49-bc6e-4459-b873-d9ecea0600cb,"Mark Baron Construction, Inc.",,,,,,,,US,,,,,,,2023-06-28 14:38:25.438754,,,
dc1f4b84-5691-4917-8514-eae3bef00e86,956c9a49-bc6e-4459-b873-d9ecea0600cb,Harper,"",,,,,,,US,,"","","","",,2022-07-20 15:13:14.707,2,3,
2ae789f1-3bb3-4c80-b80d-31d518cce482,956c9a49-bc6e-4459-b873-d9ecea0600cb,Clancy & Theys Construction Company,,,,,,,,US,,,,,,,2023-06-28 14:38:25.250689,1,1,
5a6399fc-e92b-4131-847f-8c23f8e0033f,956c9a49-bc6e-4459-b873-d9ecea0600cb,"Sirko Associates, Inc.",,,,,,,,US,,,,,,,2023-06-28 14:38:25.283942,,,
4db49eba-c718-4d58-9352-ab87343b3dfe,956c9a49-bc6e-4459-b873-d9ecea0600cb,Mason Blau,,,,,,,,US,,,,,,,2023-06-28 14:38:25.338154,,,
bbae36df-7ae8-4dca-be56-2b125d8831b3,956c9a49-bc6e-4459-b873-d9ecea0600cb,CMC Cary Engineering,,,,,,,,US,,,,,,,2023-06-28 14:38:25.564621,,,
4280b12e-6b10-404b-ba33-8d325f4a5c00,956c9a49-bc6e-4459-b873-d9ecea0600cb,Bradley & Ball Architects,,,,,,,,US,,,,,,,2023-06-28 14:38:25.830033,,,
c8f9cae2-2379-48bb-a8d1-18b4f8333503,956c9a49-bc6e-4459-b873-d9ecea0600cb,"Starnes, Chambers & Associates, PA",,,,,,,,US,,,,,,,2023-06-28 14:38:25.570195,1,0,
e2fd6ca8-0642-4cc2-a22c-49dfe2426e10,956c9a49-bc6e-4459-b873-d9ecea0600cb,Samir Andrawos,,,,,,,,US,,,,,,,2023-06-28 14:38:25.628782,,,
14df520b-4836-4c7b-bfbc-e2eaa7ee7b77,956c9a49-bc6e-4459-b873-d9ecea0600cb,Watermark,,,,,,,,US,,,,,,,2023-06-28 14:38:25.66207,,,
73d27608-28fd-4454-8096-eb3c7cc6cc5a,956c9a49-bc6e-4459-b873-d9ecea0600cb,"Stellar Development, Inc.",,,,,,,,US,,,,,,,2023-06-28 14:38:25.914659,,,
1fbae08b-7784-4abc-8cf9-9931fe7111c9,956c9a49-bc6e-4459-b873-d9ecea0600cb,"EPOCH Properties, Inc.",,,,,,,,US,,,,,,,2023-06-28 14:38:25.678726,,,
bc691336-c228-4193-bed3-9c608bb9df96,956c9a49-bc6e-4459-b873-d9ecea0600cb,The Boulevard Company,,,,,,,,US,,,,,,,2023-06-28 14:38:25.905661,,,
117fc7b6-8bff-48d4-b775-9509fe12c9bc,956c9a49-bc6e-4459-b873-d9ecea0600cb,Structural Design Group,,,,,,,,US,,,,,,,2023-06-28 14:38:25.857502,,,
19341b20-2b60-49cd-b259-1c4eb2b9a1d6,956c9a49-bc6e-4459-b873-d9ecea0600cb,"Concordia, LLC",,,,,,,,US,,,,,,,2023-06-28 14:38:25.867469,,,
5dfbaa1f-ede9-4b46-b70c-8ed80f463a5e,956c9a49-bc6e-4459-b873-d9ecea0600cb,Tetra Tech Facilities Construction,,,,,,,,US,,,,,,,2023-06-28 14:38:26.106596,,,
751d1ad9-555e-4972-bba0-c47467f7b689,956c9a49-bc6e-4459-b873-d9ecea0600cb,"Watry Design, Inc.",,,,,,,,US,,,,,,,2023-06-28 14:38:26.116503,,,
3a0c4d87-1112-4fa0-8558-ad60d7a210b8,956c9a49-bc6e-4459-b873-d9ecea0600cb,"Palmetto Waterproofing, LLC",,,,,,,,US,,,,,,,2023-06-28 14:41:47.756674,4,3,
b114e378-db62-434b-92f2-fdec681c874e,956c9a49-bc6e-4459-b873-d9ecea0600cb,W. G. Yates & Sons Construction Co.,,,,,,,,US,,,,,,,2023-06-28 14:38:26.175626,,,
00941332-28e7-4ba5-80ba-69db607e43c9,956c9a49-bc6e-4459-b873-d9ecea0600cb,"Reigstad & Associates, Inc.",,,,,,,,US,,,,,,,2023-06-28 14:38:26.176009,,,
5c22088b-95ce-42de-a886-2453c7701034,956c9a49-bc6e-4459-b873-d9ecea0600cb,Moody Construction Company,,,,,,,,US,,,,,,,2023-06-28 14:38:26.180032,,,
3796cc03-7577-4ad8-a901-2d99fd4ff4ec,956c9a49-bc6e-4459-b873-d9ecea0600cb,NDC Construction Company,,,,,,,,US,,,,,,,2023-06-28 14:38:26.220364,,,
7b8eef16-3a33-46ea-806e-37e7385d3047,956c9a49-bc6e-4459-b873-d9ecea0600cb,"Andrew Consulting Engineers, PC",,,,,,,,US,,,,,,,2023-06-28 14:38:26.356654,,,
07d6b987-3224-4ca4-b542-d01eca899d9c,956c9a49-bc6e-4459-b873-d9ecea0600cb,"Brown, Craig & Turner, JV",,,,,,,,US,,,,,,,2023-06-28 14:38:26.37285,,,
2e180258-ed15-4699-b356-74a48a5ed644,956c9a49-bc6e-4459-b873-d9ecea0600cb,Prestige Building Company,,,,,,,,US,,,,,,,2023-06-28 14:38:26.442472,,,
b817dc08-96e1-480b-b3af-e472e28e5ef1,956c9a49-bc6e-4459-b873-d9ecea0600cb,"Alleguez Architecture, Inc.",,,,,,,,US,,,,,,,2023-06-28 14:38:26.491715,,,
e6f39515-48b2-431c-bba3-6f85b1e950cb,956c9a49-bc6e-4459-b873-d9ecea0600cb,"Carroll Engineering, Inc.",,,,,,,,US,,,,,,,2023-06-28 14:38:26.652203,,,
facb2c20-b58a-4124-952e-c9a2f6650096,956c9a49-bc6e-4459-b873-d9ecea0600cb,"CMH Architects, Inc.",,,,,,,,US,,,,,,,2023-06-28 14:38:26.897715,,,
970d02dc-011c-403e-bdae-bb0730877116,956c9a49-bc6e-4459-b873-d9ecea0600cb,MGE Architects,,,,,,,,US,,,,,,,2023-06-28 14:38:27.166419,,,
c464f3e8-0020-45f6-ac79-9e8c95e236b2,956c9a49-bc6e-4459-b873-d9ecea0600cb,Baptist Health South Florida,,,,,,,,US,,,,,,,2023-06-28 14:38:27.415221,,,
5c7e547f-84e8-4f22-b1b6-ab2efe2279cc,956c9a49-bc6e-4459-b873-d9ecea0600cb,"Miami Design District Garage Associates, LLC",,,,,,,,US,,,,,,,2023-06-28 14:38:27.668107,,,
ccc39dd5-4052-4e82-8ba3-bfff49da8bfa,956c9a49-bc6e-4459-b873-d9ecea0600cb,Coastal Engineering,,,,,,,,US,,,,,,,2023-06-28 14:38:27.925933,,,
fabfc343-6474-4d71-a6aa-0ecb336685d5,956c9a49-bc6e-4459-b873-d9ecea0600cb,Gontram Architecture,,,,,,,,US,,,,,,,2023-06-28 14:38:26.698344,,,
c618c292-c1d9-4686-928c-1461a96b48e5,956c9a49-bc6e-4459-b873-d9ecea0600cb,Duke Realty,,,,,,,,US,,,,,,,2023-06-28 14:38:26.804459,,,
c8ac66bf-65ef-4d40-a551-8467adcf3f32,956c9a49-bc6e-4459-b873-d9ecea0600cb,"Jordan, Jones & Goulding, Inc.",,,,,,,,US,,,,,,,2023-06-28 14:38:27.080213,,,
ae48dba4-c1b3-4909-8f8f-cfe6895b1df8,956c9a49-bc6e-4459-b873-d9ecea0600cb,"Ross Andrews, Architect",,,,,,,,US,,,,,,,2023-06-28 14:38:26.861499,,,
f308995e-7176-49fb-8fd7-d151792b22f0,956c9a49-bc6e-4459-b873-d9ecea0600cb,Harkins Builders,,,,,,,,US,,,,,,,2023-06-28 14:38:27.076022,,,
d468dd84-9dbf-4ebb-b531-d0a98b519746,956c9a49-bc6e-4459-b873-d9ecea0600cb,"Mile High Engineering Group, Inc.",,,,,,,,US,,,,,,,2023-06-28 14:38:26.969029,,,
fc870f28-957d-43ad-a0de-3f7f221189ef,956c9a49-bc6e-4459-b873-d9ecea0600cb,DP3 Architects,,,,,,,,US,,,,,,,2023-06-28 14:38:27.045219,,,
df2fb5f7-f4f2-43ac-bbb3-aae37b387d19,956c9a49-bc6e-4459-b873-d9ecea0600cb,Brinkmann Constructors,,,,,,,,US,,,,,,,2023-06-28 14:38:27.222234,,,
6863d9e2-b3cb-4f2e-8b0a-2243e8332822,956c9a49-bc6e-4459-b873-d9ecea0600cb,"The Morris Group, Inc.",,,,,,,,US,,,,,,,2023-06-28 14:38:27.722525,,,
944235ae-6482-4e2e-87e3-9dbc4624e309,956c9a49-bc6e-4459-b873-d9ecea0600cb,TBD,,,,,,,,US,,,,,,,2023-06-28 14:38:27.967088,,,
996f4733-fad9-47ef-8b67-9a67deb26a94,956c9a49-bc6e-4459-b873-d9ecea0600cb,"Shelco, LLC",,,,,,,,US,,,,,,,2023-06-28 14:38:27.273644,,,
21a2ddd0-1e1b-46cd-845c-60ed5bbab321,956c9a49-bc6e-4459-b873-d9ecea0600cb,"J. H. Allen, Inc.",,,,,,,,US,,,,,,,2023-06-28 14:38:27.294848,,,
b8e97707-9084-414f-9bb1-789985730e9a,956c9a49-bc6e-4459-b873-d9ecea0600cb,Operations Associates,,,,,,,,US,,,,,,,2023-06-28 14:38:27.549669,,,
7a84ca4f-8872-4297-91a0-b75b5f3a91c4,956c9a49-bc6e-4459-b873-d9ecea0600cb,Perkins+Will,,,,,,,,US,,,,,,,2023-06-28 14:38:27.301311,,,
229203f5-e7ed-45e1-8d59-158023d1407a,956c9a49-bc6e-4459-b873-d9ecea0600cb,"Summit Contractors, Inc.",,,,,,,,US,,,,,,,2023-06-28 14:38:27.566887,,,
80c43adf-fb3f-453d-9ecf-29ec9b079698,956c9a49-bc6e-4459-b873-d9ecea0600cb,"Andujar Construction, Inc.",,,,,,,,US,,,,,,,2023-06-28 14:38:27.856943,,,
ac907b45-26dc-4cbc-b11b-d7b68540d7e9,956c9a49-bc6e-4459-b873-d9ecea0600cb,Gilbane Development Company,,,,,,,,US,,,,,,,2023-06-28 14:38:28.145549,,,
b9322098-abf4-41f0-8164-5fe1c8e8f689,956c9a49-bc6e-4459-b873-d9ecea0600cb,Michael Baker International,,,,,,,,US,,,,,,,2023-06-28 14:38:27.435339,,,
9d2009e2-85dc-410e-b1a4-7622e17afff7,956c9a49-bc6e-4459-b873-d9ecea0600cb,BE&K Building Group,,,,,,,,US,,,,,,,2023-06-28 14:38:27.535342,,,
966bb52f-07c1-4289-ba0c-28b29e2b180d,956c9a49-bc6e-4459-b873-d9ecea0600cb,Turner Construction Company,,,,,,,,US,,,,,,,2023-06-28 14:38:27.791092,1,0,
